Matagepercentage_id,Region_id,Region_cod,Region_desc,Year,Percentage,Age_group_Id,Age_group_desc,Type_Birth_Id,Type_birth_desc
1302,2,AL,Alabama,2006,59.7,2,20 until 29,1,Birth
1303,3,AK,Alaska,2006,58.4,2,20 until 29,1,Birth
1304,4,AZ,Arizona,2006,55.2,2,20 until 29,1,Birth
1305,5,AR,Arkansas,2006,61.8,2,20 until 29,1,Birth
1306,6,CA,California,2006,49.1,2,20 until 29,1,Birth
1307,7,CO,Colorado,2006,50.9,2,20 until 29,1,Birth
1308,8,CT,Connecticut,2006,42.5,2,20 until 29,1,Birth
1309,9,DE,Delaware,2006,53.3,2,20 until 29,1,Birth
1310,10,DC,District of Columbia,2006,44,2,20 until 29,1,Birth
1311,11,FL,Florida,2006,53.2,2,20 until 29,1,Birth
1312,12,GA,Georgia,2006,54.6,2,20 until 29,1,Birth
1313,13,HI,Hawaii,2006,51.1,2,20 until 29,1,Birth
1314,14,ID,Idaho,2006,62,2,20 until 29,1,Birth
1315,15,IL,Illinois,2006,50,2,20 until 29,1,Birth
1316,16,IN,Indiana,2006,58.7,2,20 until 29,1,Birth
1317,17,IA,Iowa,2006,58.9,2,20 until 29,1,Birth
1318,18,KS,Kansas,2006,58.3,2,20 until 29,1,Birth
1319,19,KY,Kentucky,2006,59.3,2,20 until 29,1,Birth
1320,20,LA,Louisiana,2006,61,2,20 until 29,1,Birth
1321,21,ME,Maine,2006,55.1,2,20 until 29,1,Birth
1322,22,MD,Maryland,2006,47.5,2,20 until 29,1,Birth
1323,23,MA,Massachusetts,2006,40.6,2,20 until 29,1,Birth
1324,24,MI,Michigan,2006,53.6,2,20 until 29,1,Birth
1325,25,MN,Minnesota,2006,52.8,2,20 until 29,1,Birth
1326,26,MS,Mississippi,2006,61.1,2,20 until 29,1,Birth
1327,27,MO,Missouri,2006,58.5,2,20 until 29,1,Birth
1328,28,MT,Montana,2006,58.2,2,20 until 29,1,Birth
1329,29,NE,Nebraska,2006,57.6,2,20 until 29,1,Birth
1330,30,NV,Nevada,2006,54.8,2,20 until 29,1,Birth
1331,31,NH,New Hampshire,2006,48.1,2,20 until 29,1,Birth
1332,32,NJ,New Jersey,2006,42.7,2,20 until 29,1,Birth
1333,33,NM,New Mexico,2006,57.3,2,20 until 29,1,Birth
1334,34,NY,New York,2006,46.9,2,20 until 29,1,Birth
1335,35,NC,North Carolina,2006,54,2,20 until 29,1,Birth
1336,36,ND,North Dakota,2006,61.3,2,20 until 29,1,Birth
1337,37,OH,Ohio,2006,55.8,2,20 until 29,1,Birth
1338,38,OK,Oklahoma,2006,61.7,2,20 until 29,1,Birth
1339,39,OR,Oregon,2006,53.9,2,20 until 29,1,Birth
1340,40,PA,Pennsylvania,2006,50.7,2,20 until 29,1,Birth
1341,41,RI,Rhode Island,2006,47.8,2,20 until 29,1,Birth
1342,42,SC,South Carolina,2006,57,2,20 until 29,1,Birth
1343,43,SD,South Dakota,2006,60.2,2,20 until 29,1,Birth
1344,44,TN,Tennessee,2006,58.1,2,20 until 29,1,Birth
1345,45,TX,Texas,2006,54.9,2,20 until 29,1,Birth
1346,46,UT,Utah,2006,62.5,2,20 until 29,1,Birth
1347,47,VT,Vermont,2006,51,2,20 until 29,1,Birth
1348,48,VA,Virginia,2006,51,2,20 until 29,1,Birth
1349,49,WA,Washington,2006,52.6,2,20 until 29,1,Birth
1350,50,WV,West Virginia,2006,60.4,2,20 until 29,1,Birth
1351,51,WI,Wisconsin,2006,54.4,2,20 until 29,1,Birth
1352,52,WY,Wyoming,2006,63,2,20 until 29,1,Birth
1353,1,US,United States,2006,34,3,30 until 39,1,Birth
1354,2,AL,Alabama,2006,25.2,3,30 until 39,1,Birth
1355,3,AK,Alaska,2006,28.9,3,30 until 39,1,Birth
1356,4,AZ,Arizona,2006,30.2,3,30 until 39,1,Birth
1357,5,AR,Arkansas,2006,22.2,3,30 until 39,1,Birth
1358,6,CA,California,2006,37.8,3,30 until 39,1,Birth
1359,7,CO,Colorado,2006,36.7,3,30 until 39,1,Birth
1360,8,CT,Connecticut,2006,46.2,3,30 until 39,1,Birth
1361,9,DE,Delaware,2006,33.9,3,30 until 39,1,Birth
1362,10,DC,District of Columbia,2006,39.7,3,30 until 39,1,Birth
1363,11,FL,Florida,2006,33.2,3,30 until 39,1,Birth
1364,12,GA,Georgia,2006,31.2,3,30 until 39,1,Birth
1365,13,HI,Hawaii,2006,36.7,3,30 until 39,1,Birth
1366,14,ID,Idaho,2006,27.3,3,30 until 39,1,Birth
1367,15,IL,Illinois,2006,37.2,3,30 until 39,1,Birth
1368,16,IN,Indiana,2006,28.6,3,30 until 39,1,Birth
1369,17,IA,Iowa,2006,30.6,3,30 until 39,1,Birth
1370,18,KS,Kansas,2006,29.5,3,30 until 39,1,Birth
1371,19,KY,Kentucky,2006,26.1,3,30 until 39,1,Birth
1372,20,LA,Louisiana,2006,23.6,3,30 until 39,1,Birth
1373,21,ME,Maine,2006,34.3,3,30 until 39,1,Birth
1374,22,MD,Maryland,2006,40,3,30 until 39,1,Birth
1375,23,MA,Massachusetts,2006,48.7,3,30 until 39,1,Birth
1376,24,MI,Michigan,2006,34.1,3,30 until 39,1,Birth
1377,25,MN,Minnesota,2006,37.7,3,30 until 39,1,Birth
1378,26,MS,Mississippi,2006,21,3,30 until 39,1,Birth
1379,27,MO,Missouri,2006,28.3,3,30 until 39,1,Birth
1380,28,MT,Montana,2006,29.6,3,30 until 39,1,Birth
1381,29,NE,Nebraska,2006,32,3,30 until 39,1,Birth
1382,30,NV,Nevada,2006,31.9,3,30 until 39,1,Birth
1383,31,NH,New Hampshire,2006,42.1,3,30 until 39,1,Birth
1384,32,NJ,New Jersey,2006,46.9,3,30 until 39,1,Birth
1385,33,NM,New Mexico,2006,25.1,3,30 until 39,1,Birth
1386,34,NY,New York,2006,41.9,3,30 until 39,1,Birth
1387,35,NC,North Carolina,2006,32.2,3,30 until 39,1,Birth
1388,36,ND,North Dakota,2006,29.3,3,30 until 39,1,Birth
1389,37,OH,Ohio,2006,31.3,3,30 until 39,1,Birth
1390,38,OK,Oklahoma,2006,23.1,3,30 until 39,1,Birth
1391,39,OR,Oregon,2006,34.7,3,30 until 39,1,Birth
1392,40,PA,Pennsylvania,2006,37.2,3,30 until 39,1,Birth
1393,41,RI,Rhode Island,2006,39.7,3,30 until 39,1,Birth
1394,42,SC,South Carolina,2006,27.9,3,30 until 39,1,Birth
1395,43,SD,South Dakota,2006,28.7,3,30 until 39,1,Birth
1396,44,TN,Tennessee,2006,27.1,3,30 until 39,1,Birth
1397,45,TX,Texas,2006,29.6,3,30 until 39,1,Birth
1398,46,UT,Utah,2006,29.2,3,30 until 39,1,Birth
1399,47,VT,Vermont,2006,38.5,3,30 until 39,1,Birth
1400,48,VA,Virginia,2006,37.4,3,30 until 39,1,Birth
1401,49,WA,Washington,2006,36.2,3,30 until 39,1,Birth
1402,50,WV,West Virginia,2006,25.3,3,30 until 39,1,Birth
1403,51,WI,Wisconsin,2006,34.7,3,30 until 39,1,Birth
1404,52,WY,Wyoming,2006,24.1,3,30 until 39,1,Birth
1405,1,US,United States,2006,2.6,4,More or equal 40,1,Birth
1406,2,AL,Alabama,2006,1.5,4,More or equal 40,1,Birth
1407,3,AK,Alaska,2006,2.6,4,More or equal 40,1,Birth
1408,4,AZ,Arizona,2006,2.1,4,More or equal 40,1,Birth
1409,5,AR,Arkansas,2006,1.3,4,More or equal 40,1,Birth
1410,6,CA,California,2006,3.6,4,More or equal 40,1,Birth
1411,7,CO,Colorado,2006,2.7,4,More or equal 40,1,Birth
1412,8,CT,Connecticut,2006,4.3,4,More or equal 40,1,Birth
1413,9,DE,Delaware,2006,2.3,4,More or equal 40,1,Birth
1414,10,DC,District of Columbia,2006,4.1,4,More or equal 40,1,Birth
1415,11,FL,Florida,2006,2.8,4,More or equal 40,1,Birth
1416,12,GA,Georgia,2006,2.2,4,More or equal 40,1,Birth
1417,13,HI,Hawaii,2006,3.7,4,More or equal 40,1,Birth
1418,14,ID,Idaho,2006,1.7,4,More or equal 40,1,Birth
1419,15,IL,Illinois,2006,2.8,4,More or equal 40,1,Birth
1420,16,IN,Indiana,2006,1.7,4,More or equal 40,1,Birth
1421,17,IA,Iowa,2006,1.8,4,More or equal 40,1,Birth
1422,18,KS,Kansas,2006,1.9,4,More or equal 40,1,Birth
1423,19,KY,Kentucky,2006,1.6,4,More or equal 40,1,Birth
1424,20,LA,Louisiana,2006,1.5,4,More or equal 40,1,Birth
1425,21,ME,Maine,2006,2.4,4,More or equal 40,1,Birth
1426,22,MD,Maryland,2006,3.7,4,More or equal 40,1,Birth
1427,23,MA,Massachusetts,2006,4.5,4,More or equal 40,1,Birth
1428,24,MI,Michigan,2006,2.3,4,More or equal 40,1,Birth
1429,25,MN,Minnesota,2006,2.6,4,More or equal 40,1,Birth
1430,26,MS,Mississippi,2006,1.3,4,More or equal 40,1,Birth
1431,27,MO,Missouri,2006,1.8,4,More or equal 40,1,Birth
1432,28,MT,Montana,2006,2.1,4,More or equal 40,1,Birth
1433,29,NE,Nebraska,2006,2,4,More or equal 40,1,Birth
1434,30,NV,Nevada,2006,2.5,4,More or equal 40,1,Birth
1435,31,NH,New Hampshire,2006,3.3,4,More or equal 40,1,Birth
1436,32,NJ,New Jersey,2006,4.1,4,More or equal 40,1,Birth
1437,33,NM,New Mexico,2006,2,4,More or equal 40,1,Birth
1438,34,NY,New York,2006,4.1,4,More or equal 40,1,Birth
1439,35,NC,North Carolina,2006,2.1,4,More or equal 40,1,Birth
1440,36,ND,North Dakota,2006,1.8,4,More or equal 40,1,Birth
1441,37,OH,Ohio,2006,2,4,More or equal 40,1,Birth
1442,38,OK,Oklahoma,2006,1.4,4,More or equal 40,1,Birth
1443,39,OR,Oregon,2006,2.4,4,More or equal 40,1,Birth
1444,40,PA,Pennsylvania,2006,2.7,4,More or equal 40,1,Birth
1445,41,RI,Rhode Island,2006,3.1,4,More or equal 40,1,Birth
1446,42,SC,South Carolina,2006,1.7,4,More or equal 40,1,Birth
1447,43,SD,South Dakota,2006,1.6,4,More or equal 40,1,Birth
1448,44,TN,Tennessee,2006,1.7,4,More or equal 40,1,Birth
1449,45,TX,Texas,2006,2,4,More or equal 40,1,Birth
1450,46,UT,Utah,2006,1.5,4,More or equal 40,1,Birth
1451,47,VT,Vermont,2006,3,4,More or equal 40,1,Birth
1452,48,VA,Virginia,2006,3,4,More or equal 40,1,Birth
1453,49,WA,Washington,2006,2.9,4,More or equal 40,1,Birth
1454,50,WV,West Virginia,2006,1.6,4,More or equal 40,1,Birth
1455,51,WI,Wisconsin,2006,2.3,4,More or equal 40,1,Birth
1456,52,WY,Wyoming,2006,1.6,4,More or equal 40,1,Birth
1457,1,US,United States,2007,10.3,1,Less than 20,1,Birth
1458,2,AL,Alabama,2007,13.5,1,Less than 20,1,Birth
1459,3,AK,Alaska,2007,10,1,Less than 20,1,Birth
1460,4,AZ,Arizona,2007,12.3,1,Less than 20,1,Birth
1461,5,AR,Arkansas,2007,14.7,1,Less than 20,1,Birth
1462,6,CA,California,2007,9.4,1,Less than 20,1,Birth
1463,7,CO,Colorado,2007,9.5,1,Less than 20,1,Birth
1464,8,CT,Connecticut,2007,6.9,1,Less than 20,1,Birth
1465,9,DE,Delaware,2007,10.1,1,Less than 20,1,Birth
1466,10,DC,District of Columbia,2007,12,1,Less than 20,1,Birth
1467,11,FL,Florida,2007,10.5,1,Less than 20,1,Birth
1468,12,GA,Georgia,2007,11.9,1,Less than 20,1,Birth
1469,13,HI,Hawaii,2007,8.4,1,Less than 20,1,Birth
1470,14,ID,Idaho,2007,8.9,1,Less than 20,1,Birth
1471,15,IL,Illinois,2007,9.9,1,Less than 20,1,Birth
1472,16,IN,Indiana,2007,11.1,1,Less than 20,1,Birth
1473,17,IA,Iowa,2007,8.8,1,Less than 20,1,Birth
1474,18,KS,Kansas,2007,10.4,1,Less than 20,1,Birth
1475,19,KY,Kentucky,2007,12.9,1,Less than 20,1,Birth
1476,20,LA,Louisiana,2007,13.6,1,Less than 20,1,Birth
1477,21,ME,Maine,2007,8.2,1,Less than 20,1,Birth
1478,22,MD,Maryland,2007,8.6,1,Less than 20,1,Birth
1479,23,MA,Massachusetts,2007,6.2,1,Less than 20,1,Birth
1480,24,MI,Michigan,2007,10.1,1,Less than 20,1,Birth
1481,25,MN,Minnesota,2007,6.7,1,Less than 20,1,Birth
1482,26,MS,Mississippi,2007,16.7,1,Less than 20,1,Birth
1483,27,MO,Missouri,2007,11.2,1,Less than 20,1,Birth
1484,28,MT,Montana,2007,10.2,1,Less than 20,1,Birth
1485,29,NE,Nebraska,2007,8.5,1,Less than 20,1,Birth
1486,30,NV,Nevada,2007,10.7,1,Less than 20,1,Birth
1487,31,NH,New Hampshire,2007,6.3,1,Less than 20,1,Birth
1488,32,NJ,New Jersey,2007,6.2,1,Less than 20,1,Birth
1489,33,NM,New Mexico,2007,15.5,1,Less than 20,1,Birth
1490,34,NY,New York,2007,6.9,1,Less than 20,1,Birth
1491,35,NC,North Carolina,2007,11.6,1,Less than 20,1,Birth
1492,36,ND,North Dakota,2007,7.6,1,Less than 20,1,Birth
1493,37,OH,Ohio,2007,10.9,1,Less than 20,1,Birth
1494,38,OK,Oklahoma,2007,13.8,1,Less than 20,1,Birth
1495,39,OR,Oregon,2007,8.9,1,Less than 20,1,Birth
1496,40,PA,Pennsylvania,2007,9.2,1,Less than 20,1,Birth
1497,41,RI,Rhode Island,2007,9.5,1,Less than 20,1,Birth
1498,42,SC,South Carolina,2007,13.2,1,Less than 20,1,Birth
1499,43,SD,South Dakota,2007,9.5,1,Less than 20,1,Birth
1500,44,TN,Tennessee,2007,13.1,1,Less than 20,1,Birth
1501,45,TX,Texas,2007,13.5,1,Less than 20,1,Birth
1502,46,UT,Utah,2007,6.7,1,Less than 20,1,Birth
1503,47,VT,Vermont,2007,7.2,1,Less than 20,1,Birth
1504,48,VA,Virginia,2007,8.3,1,Less than 20,1,Birth
1505,49,WA,Washington,2007,8.2,1,Less than 20,1,Birth
1506,50,WV,West Virginia,2007,13,1,Less than 20,1,Birth
1507,51,WI,Wisconsin,2007,8.5,1,Less than 20,1,Birth
1508,52,WY,Wyoming,2007,11,1,Less than 20,1,Birth
1509,1,US,United States,2007,52.9,2,20 until 29,1,Birth
1510,2,AL,Alabama,2007,59.6,2,20 until 29,1,Birth
1511,3,AK,Alaska,2007,58.5,2,20 until 29,1,Birth
1512,4,AZ,Arizona,2007,54.8,2,20 until 29,1,Birth
1513,5,AR,Arkansas,2007,61.5,2,20 until 29,1,Birth
1514,6,CA,California,2007,48.8,2,20 until 29,1,Birth
1515,7,CO,Colorado,2007,50.6,2,20 until 29,1,Birth
1516,8,CT,Connecticut,2007,42.9,2,20 until 29,1,Birth
1517,9,DE,Delaware,2007,53.5,2,20 until 29,1,Birth
1518,10,DC,District of Columbia,2007,43.3,2,20 until 29,1,Birth
1519,11,FL,Florida,2007,53.3,2,20 until 29,1,Birth
1520,12,GA,Georgia,2007,54.4,2,20 until 29,1,Birth
1521,13,HI,Hawaii,2007,51,2,20 until 29,1,Birth
1522,14,ID,Idaho,2007,61.2,2,20 until 29,1,Birth
1523,15,IL,Illinois,2007,49.6,2,20 until 29,1,Birth
1524,16,IN,Indiana,2007,58.5,2,20 until 29,1,Birth
1525,17,IA,Iowa,2007,58.4,2,20 until 29,1,Birth
1526,18,KS,Kansas,2007,58.2,2,20 until 29,1,Birth
1527,19,KY,Kentucky,2007,59.2,2,20 until 29,1,Birth
1528,20,LA,Louisiana,2007,60.9,2,20 until 29,1,Birth
1529,21,ME,Maine,2007,55.3,2,20 until 29,1,Birth
1530,22,MD,Maryland,2007,47.7,2,20 until 29,1,Birth
1531,23,MA,Massachusetts,2007,40.9,2,20 until 29,1,Birth
1532,24,MI,Michigan,2007,53.7,2,20 until 29,1,Birth
1533,25,MN,Minnesota,2007,52.8,2,20 until 29,1,Birth
1534,26,MS,Mississippi,2007,60.7,2,20 until 29,1,Birth
1535,27,MO,Missouri,2007,58.4,2,20 until 29,1,Birth
1536,28,MT,Montana,2007,58.1,2,20 until 29,1,Birth
1537,29,NE,Nebraska,2007,57.3,2,20 until 29,1,Birth
1538,30,NV,Nevada,2007,54.3,2,20 until 29,1,Birth
1539,31,NH,New Hampshire,2007,48.7,2,20 until 29,1,Birth
1540,32,NJ,New Jersey,2007,42.9,2,20 until 29,1,Birth
1541,33,NM,New Mexico,2007,57.4,2,20 until 29,1,Birth
1542,34,NY,New York,2007,46.9,2,20 until 29,1,Birth
1543,35,NC,North Carolina,2007,53.9,2,20 until 29,1,Birth
1544,36,ND,North Dakota,2007,61,2,20 until 29,1,Birth
1545,37,OH,Ohio,2007,55.7,2,20 until 29,1,Birth
1546,38,OK,Oklahoma,2007,61.4,2,20 until 29,1,Birth
1547,39,OR,Oregon,2007,53.2,2,20 until 29,1,Birth
1548,40,PA,Pennsylvania,2007,51.1,2,20 until 29,1,Birth
1549,41,RI,Rhode Island,2007,48.1,2,20 until 29,1,Birth
1550,42,SC,South Carolina,2007,56.9,2,20 until 29,1,Birth
1551,43,SD,South Dakota,2007,59.9,2,20 until 29,1,Birth
1552,44,TN,Tennessee,2007,57.9,2,20 until 29,1,Birth
1553,45,TX,Texas,2007,54.6,2,20 until 29,1,Birth
1554,46,UT,Utah,2007,61.3,2,20 until 29,1,Birth
1555,47,VT,Vermont,2007,51.7,2,20 until 29,1,Birth
1556,48,VA,Virginia,2007,51,2,20 until 29,1,Birth
1557,49,WA,Washington,2007,52.5,2,20 until 29,1,Birth
1558,50,WV,West Virginia,2007,60.1,2,20 until 29,1,Birth
1559,51,WI,Wisconsin,2007,54.3,2,20 until 29,1,Birth
1560,52,WY,Wyoming,2007,62.3,2,20 until 29,1,Birth
1561,1,US,United States,2007,34.2,3,30 until 39,1,Birth
1562,2,AL,Alabama,2007,25.5,3,30 until 39,1,Birth
1563,3,AK,Alaska,2007,29,3,30 until 39,1,Birth
1564,4,AZ,Arizona,2007,30.8,3,30 until 39,1,Birth
1565,5,AR,Arkansas,2007,22.5,3,30 until 39,1,Birth
1566,6,CA,California,2007,38.1,3,30 until 39,1,Birth
1567,7,CO,Colorado,2007,37.1,3,30 until 39,1,Birth
1568,8,CT,Connecticut,2007,45.8,3,30 until 39,1,Birth
1569,9,DE,Delaware,2007,33.9,3,30 until 39,1,Birth
1570,10,DC,District of Columbia,2007,40.6,3,30 until 39,1,Birth
1571,11,FL,Florida,2007,33.3,3,30 until 39,1,Birth
1572,12,GA,Georgia,2007,31.4,3,30 until 39,1,Birth
1573,13,HI,Hawaii,2007,37,3,30 until 39,1,Birth
1574,14,ID,Idaho,2007,28.1,3,30 until 39,1,Birth
1575,15,IL,Illinois,2007,37.7,3,30 until 39,1,Birth
1576,16,IN,Indiana,2007,28.7,3,30 until 39,1,Birth
1577,17,IA,Iowa,2007,31,3,30 until 39,1,Birth
1578,18,KS,Kansas,2007,29.6,3,30 until 39,1,Birth
1579,19,KY,Kentucky,2007,26.3,3,30 until 39,1,Birth
1580,20,LA,Louisiana,2007,24,3,30 until 39,1,Birth
1581,21,ME,Maine,2007,34.1,3,30 until 39,1,Birth
1582,22,MD,Maryland,2007,40,3,30 until 39,1,Birth
1583,23,MA,Massachusetts,2007,48.6,3,30 until 39,1,Birth
1584,24,MI,Michigan,2007,33.9,3,30 until 39,1,Birth
1585,25,MN,Minnesota,2007,37.9,3,30 until 39,1,Birth
1586,26,MS,Mississippi,2007,21.3,3,30 until 39,1,Birth
1587,27,MO,Missouri,2007,28.6,3,30 until 39,1,Birth
1588,28,MT,Montana,2007,29.8,3,30 until 39,1,Birth
1589,29,NE,Nebraska,2007,32.2,3,30 until 39,1,Birth
1590,30,NV,Nevada,2007,32.4,3,30 until 39,1,Birth
1591,31,NH,New Hampshire,2007,41.7,3,30 until 39,1,Birth
1592,32,NJ,New Jersey,2007,46.8,3,30 until 39,1,Birth
1593,33,NM,New Mexico,2007,25.1,3,30 until 39,1,Birth
1594,34,NY,New York,2007,42,3,30 until 39,1,Birth
1595,35,NC,North Carolina,2007,32.3,3,30 until 39,1,Birth
1596,36,ND,North Dakota,2007,29.7,3,30 until 39,1,Birth
1597,37,OH,Ohio,2007,31.3,3,30 until 39,1,Birth
1598,38,OK,Oklahoma,2007,23.4,3,30 until 39,1,Birth
1599,39,OR,Oregon,2007,35.3,3,30 until 39,1,Birth
1600,40,PA,Pennsylvania,2007,37,3,30 until 39,1,Birth
1601,41,RI,Rhode Island,2007,39.3,3,30 until 39,1,Birth
1602,42,SC,South Carolina,2007,28.1,3,30 until 39,1,Birth
1603,43,SD,South Dakota,2007,29.1,3,30 until 39,1,Birth
1604,44,TN,Tennessee,2007,27.3,3,30 until 39,1,Birth
1605,45,TX,Texas,2007,29.9,3,30 until 39,1,Birth
1606,46,UT,Utah,2007,30.6,3,30 until 39,1,Birth
1607,47,VT,Vermont,2007,38.2,3,30 until 39,1,Birth
1608,48,VA,Virginia,2007,37.6,3,30 until 39,1,Birth
1609,49,WA,Washington,2007,36.4,3,30 until 39,1,Birth
1610,50,WV,West Virginia,2007,25.3,3,30 until 39,1,Birth
1611,51,WI,Wisconsin,2007,34.9,3,30 until 39,1,Birth
1612,52,WY,Wyoming,2007,25.1,3,30 until 39,1,Birth
1613,1,US,United States,2007,2.7,4,More or equal 40,1,Birth
1614,2,AL,Alabama,2007,1.5,4,More or equal 40,1,Birth
1615,3,AK,Alaska,2007,2.5,4,More or equal 40,1,Birth
1616,4,AZ,Arizona,2007,2.2,4,More or equal 40,1,Birth
1617,5,AR,Arkansas,2007,1.3,4,More or equal 40,1,Birth
1618,6,CA,California,2007,3.6,4,More or equal 40,1,Birth
1619,7,CO,Colorado,2007,2.8,4,More or equal 40,1,Birth
1620,8,CT,Connecticut,2007,4.4,4,More or equal 40,1,Birth
1621,9,DE,Delaware,2007,2.5,4,More or equal 40,1,Birth
1622,10,DC,District of Columbia,2007,4.1,4,More or equal 40,1,Birth
1623,11,FL,Florida,2007,2.8,4,More or equal 40,1,Birth
1624,12,GA,Georgia,2007,2.3,4,More or equal 40,1,Birth
1625,13,HI,Hawaii,2007,3.6,4,More or equal 40,1,Birth
1626,14,ID,Idaho,2007,1.8,4,More or equal 40,1,Birth
1627,15,IL,Illinois,2007,2.8,4,More or equal 40,1,Birth
1628,16,IN,Indiana,2007,1.8,4,More or equal 40,1,Birth
1629,17,IA,Iowa,2007,1.8,4,More or equal 40,1,Birth
1630,18,KS,Kansas,2007,1.8,4,More or equal 40,1,Birth
1631,19,KY,Kentucky,2007,1.6,4,More or equal 40,1,Birth
1632,20,LA,Louisiana,2007,1.5,4,More or equal 40,1,Birth
1633,21,ME,Maine,2007,2.4,4,More or equal 40,1,Birth
1634,22,MD,Maryland,2007,3.7,4,More or equal 40,1,Birth
1635,23,MA,Massachusetts,2007,4.4,4,More or equal 40,1,Birth
1636,24,MI,Michigan,2007,2.4,4,More or equal 40,1,Birth
1637,25,MN,Minnesota,2007,2.6,4,More or equal 40,1,Birth
1638,26,MS,Mississippi,2007,1.3,4,More or equal 40,1,Birth
1639,27,MO,Missouri,2007,1.8,4,More or equal 40,1,Birth
1640,28,MT,Montana,2007,2,4,More or equal 40,1,Birth
1641,29,NE,Nebraska,2007,2,4,More or equal 40,1,Birth
1642,30,NV,Nevada,2007,2.6,4,More or equal 40,1,Birth
1643,31,NH,New Hampshire,2007,3.2,4,More or equal 40,1,Birth
1644,32,NJ,New Jersey,2007,4.2,4,More or equal 40,1,Birth
1645,33,NM,New Mexico,2007,2.1,4,More or equal 40,1,Birth
1646,34,NY,New York,2007,4.2,4,More or equal 40,1,Birth
1647,35,NC,North Carolina,2007,2.2,4,More or equal 40,1,Birth
1648,36,ND,North Dakota,2007,1.7,4,More or equal 40,1,Birth
1649,37,OH,Ohio,2007,2,4,More or equal 40,1,Birth
1650,38,OK,Oklahoma,2007,1.4,4,More or equal 40,1,Birth
1651,39,OR,Oregon,2007,2.5,4,More or equal 40,1,Birth
1652,40,PA,Pennsylvania,2007,2.8,4,More or equal 40,1,Birth
1653,41,RI,Rhode Island,2007,3.2,4,More or equal 40,1,Birth
1654,42,SC,South Carolina,2007,1.8,4,More or equal 40,1,Birth
1655,43,SD,South Dakota,2007,1.6,4,More or equal 40,1,Birth
1656,44,TN,Tennessee,2007,1.7,4,More or equal 40,1,Birth
1657,45,TX,Texas,2007,2,4,More or equal 40,1,Birth
1658,46,UT,Utah,2007,1.5,4,More or equal 40,1,Birth
1659,47,VT,Vermont,2007,2.9,4,More or equal 40,1,Birth
1660,48,VA,Virginia,2007,3.1,4,More or equal 40,1,Birth
1661,49,WA,Washington,2007,3,4,More or equal 40,1,Birth
1662,50,WV,West Virginia,2007,1.6,4,More or equal 40,1,Birth
1663,51,WI,Wisconsin,2007,2.3,4,More or equal 40,1,Birth
1664,52,WY,Wyoming,2007,1.6,4,More or equal 40,1,Birth
1665,1,US,United States,2008,9.9,1,Less than 20,1,Birth
1666,2,AL,Alabama,2008,13.1,1,Less than 20,1,Birth
1667,3,AK,Alaska,2008,9.4,1,Less than 20,1,Birth
1668,4,AZ,Arizona,2008,11.7,1,Less than 20,1,Birth
1669,5,AR,Arkansas,2008,14.4,1,Less than 20,1,Birth
1670,6,CA,California,2008,9.1,1,Less than 20,1,Birth
1671,7,CO,Colorado,2008,9,1,Less than 20,1,Birth
1672,8,CT,Connecticut,2008,6.6,1,Less than 20,1,Birth
1673,9,DE,Delaware,2008,9.6,1,Less than 20,1,Birth
1674,10,DC,District of Columbia,2008,11.5,1,Less than 20,1,Birth
1675,11,FL,Florida,2008,9.9,1,Less than 20,1,Birth
1676,12,GA,Georgia,2008,11.5,1,Less than 20,1,Birth
1677,13,HI,Hawaii,2008,7.9,1,Less than 20,1,Birth
1678,14,ID,Idaho,2008,8.6,1,Less than 20,1,Birth
1679,15,IL,Illinois,2008,9.6,1,Less than 20,1,Birth
1680,16,IN,Indiana,2008,10.8,1,Less than 20,1,Birth
1681,17,IA,Iowa,2008,8.5,1,Less than 20,1,Birth
1682,18,KS,Kansas,2008,10.2,1,Less than 20,1,Birth
1683,19,KY,Kentucky,2008,12.7,1,Less than 20,1,Birth
1684,20,LA,Louisiana,2008,13.1,1,Less than 20,1,Birth
1685,21,ME,Maine,2008,7.7,1,Less than 20,1,Birth
1686,22,MD,Maryland,2008,8.1,1,Less than 20,1,Birth
1687,23,MA,Massachusetts,2008,5.8,1,Less than 20,1,Birth
1688,24,MI,Michigan,2008,9.9,1,Less than 20,1,Birth
1689,25,MN,Minnesota,2008,6.4,1,Less than 20,1,Birth
1690,26,MS,Mississippi,2008,16.1,1,Less than 20,1,Birth
1691,27,MO,Missouri,2008,10.8,1,Less than 20,1,Birth
1692,28,MT,Montana,2008,10.1,1,Less than 20,1,Birth
1693,29,NE,Nebraska,2008,8.2,1,Less than 20,1,Birth
1694,30,NV,Nevada,2008,10.4,1,Less than 20,1,Birth
1695,31,NH,New Hampshire,2008,6,1,Less than 20,1,Birth
1696,32,NJ,New Jersey,2008,5.9,1,Less than 20,1,Birth
1697,33,NM,New Mexico,2008,15,1,Less than 20,1,Birth
1698,34,NY,New York,2008,6.6,1,Less than 20,1,Birth
1699,35,NC,North Carolina,2008,11.1,1,Less than 20,1,Birth
1700,36,ND,North Dakota,2008,7.4,1,Less than 20,1,Birth
1701,37,OH,Ohio,2008,10.6,1,Less than 20,1,Birth
1702,38,OK,Oklahoma,2008,13.4,1,Less than 20,1,Birth
1703,39,OR,Oregon,2008,8.6,1,Less than 20,1,Birth
1704,40,PA,Pennsylvania,2008,8.9,1,Less than 20,1,Birth
1705,41,RI,Rhode Island,2008,8.9,1,Less than 20,1,Birth
